table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,en,Shiomi Hoikuen,,,潮見保育園前
stops,stop_name,ja-Hrkt,しおみほいくえんまえ,,,潮見保育園前
stops,stop_name,ja,瀬戸田ＢＳ,,,瀬戸田ＢＳ
stops,stop_name,en,Setoda Bus Stop,,,瀬戸田ＢＳ
stops,stop_name,ja-Hrkt,せとだばすすとっぷ,,,瀬戸田ＢＳ
stops,stop_name,ja,瀬戸田ＰＡ,,,瀬戸田ＰＡ
stops,stop_name,en,Setoda Bus Stop,,,瀬戸田ＰＡ
stops,stop_name,ja-Hrkt,せとだＰＡ,,,瀬戸田ＰＡ
stops,stop_name,ja,瀬戸風ハイツ前,,,瀬戸風ハイツ前
stops,stop_name,en,Setokaze Heights,,,瀬戸風ハイツ前
stops,stop_name,ja-Hrkt,せとかぜはいつまえ,,,瀬戸風ハイツ前
stops,stop_name,ja,片廻,,,片廻
stops,stop_name,en,Katamawari,,,片廻
stops,stop_name,ja-Hrkt,かたまわり,,,片廻
stops,stop_name,ja,牛渕団地口,,,牛渕団地口
stops,stop_name,en,Ushibuchi Danchiguchi,,,牛渕団地口
stops,stop_name,ja-Hrkt,うしぶちだんちぐち,,,牛渕団地口
stops,stop_name,ja,牛渕駅口,,,牛渕駅口
stops,stop_name,en,Ushibuchiekiguchi,,,牛渕駅口
stops,stop_name,ja-Hrkt,うしぶちえきぐち,,,牛渕駅口
stops,stop_name,ja,狩場,,,狩場
stops,stop_name,en,Kariba,,,狩場
stops,stop_name,ja-Hrkt,かりば,,,狩場
stops,stop_name,ja,生石,,,生石
stops,stop_name,en,Ikushi,,,生石
stops,stop_name,ja-Hrkt,いくし,,,生石
stops,stop_name,ja,生石入口,,,生石入口
stops,stop_name,en,Ikushi Iriguchi,,,生石入口
stops,stop_name,ja-Hrkt,いくしいりぐち,,,生石入口
stops,stop_name,ja,生石小学校前,,,生石小学校前
stops,stop_name,en,Shoseki Elementary School,,,生石小学校前
stops,stop_name,ja-Hrkt,しょうせきしょうがっこうまえ,,,生石小学校前
stops,stop_name,ja,田窪,,,田窪
stops,stop_name,en,Tanokubo,,,田窪
stops,stop_name,ja-Hrkt,たのくぼ,,,田窪
stops,stop_name,ja,畑寺,,,畑寺
stops,stop_name,en,Hatadera,,,畑寺
stops,stop_name,ja-Hrkt,はたでら,,,畑寺
stops,stop_name,ja,畑寺一丁地,,,畑寺一丁地
stops,stop_name,en,Hatadera Icchochi,,,畑寺一丁地
stops,stop_name,ja-Hrkt,はたでらいっちょうち,,,畑寺一丁地
stops,stop_name,ja,病院前,,,病院前
stops,stop_name,en,Byoin,,,病院前
stops,stop_name,ja-Hrkt,びょういんまえ,,,病院前
stops,stop_name,ja,白水峠,,,白水峠
stops,stop_name,en,Hakusui Toge,,,白水峠
stops,stop_name,ja-Hrkt,しらみずとうげ,,,白水峠
stops,stop_name,ja,白猪滝口,,,白猪滝口
stops,stop_name,en,Shirainotakiguchi,,,白猪滝口
stops,stop_name,ja-Hrkt,しらいのたきぐち,,,白猪滝口
stops,stop_name,ja,白鶴保育所前,,,白鶴保育所前
stops,stop_name,en,Shiratsuru Hoikusho,,,白鶴保育所前
stops,stop_name,ja-Hrkt,しらつるほいくしょまえ,,,白鶴保育所前
stops,stop_name,ja,看護学校入口,,,看護学校入口
stops,stop_name,en,Kango Gakko Iriguchi,,,看護学校入口
stops,stop_name,ja-Hrkt,かんごがっこういりぐち,,,看護学校入口
stops,stop_name,ja,県庁前,,,県庁前
stops,stop_name,en,Ehime Pref. Office,,,県庁前
stops,stop_name,ja-Hrkt,けんちょうまえ,,,県庁前
stops,stop_name,ja,県庁通り,,,県庁通り
stops,stop_name,en,Kencho Dori,,,県庁通り
stops,stop_name,ja-Hrkt,けんちょうとおり,,,県庁通り
stops,stop_name,ja,県病院前,,,県病院前
stops,stop_name,en,Ken Byoin,,,県病院前
stops,stop_name,ja-Hrkt,けんびょういんまえ,,,県病院前
stops,stop_name,ja,県立中央病院,,,県立中央病院
stops,stop_name,en,Kenritsu Chuo Byoin,,,県立中央病院
stops,stop_name,ja-Hrkt,けんりつちゅうおうびょういん,,,県立中央病院
stops,stop_name,ja,県警察官舎前,,,県警察官舎前
stops,stop_name,en,Ken Keisatsu Kansha,,,県警察官舎前
stops,stop_name,ja-Hrkt,けんけいさつかんしゃまえ,,,県警察官舎前
stops,stop_name,ja,短大前,,,短大前
stops,stop_name,en,Tandai,,,短大前
stops,stop_name,ja-Hrkt,たんだいまえ,,,短大前
stops,stop_name,ja,石手,,,石手
stops,stop_name,en,Ishite,,,石手
stops,stop_name,ja-Hrkt,いして,,,石手
stops,stop_name,ja,石手四丁目,,,石手四丁目
stops,stop_name,en,Ishite4,,,石手四丁目
stops,stop_name,ja-Hrkt,いしてよんちょうめ,,,石手四丁目
stops,stop_name,ja,石手寺,,,石手寺
stops,stop_name,en,Ishite-ji,,,石手寺
stops,stop_name,ja-Hrkt,いしてじ,,,石手寺
stops,stop_name,ja,石鎚神社前,,,石鎚神社前
stops,stop_name,en,Ishizuchi Jinja,,,石鎚神社前
stops,stop_name,ja-Hrkt,いしづちじんじゃまえ,,,石鎚神社前
stops,stop_name,ja,砥部向南台前,,,砥部向南台前
stops,stop_name,en,Tobe Konandai,,,砥部向南台前
stops,stop_name,ja-Hrkt,とべこうなんだいまえ,,,砥部向南台前
stops,stop_name,ja,砥部戎,,,砥部戎
stops,stop_name,en,Tobe Ebisu,,,砥部戎
stops,stop_name,ja-Hrkt,とべえびす,,,砥部戎
stops,stop_name,ja,砥部断層北,,,砥部断層北
stops,stop_name,en,Tobedanso-Kita,,,砥部断層北
stops,stop_name,ja-Hrkt,とべだんそうきた,,,砥部断層北
stops,stop_name,ja,砥部焼伝統産業会館前,,,砥部焼伝統産業会館前
stops,stop_name,en,Tobeyaki Dento Sangyo Kaikan,,,砥部焼伝統産業会館前
stops,stop_name,ja-Hrkt,とべやきでんとうさんぎょうかいかんまえ,,,砥部焼伝統産業会館前
stops,stop_name,ja,砥部焼観光センター口,,,砥部焼観光センター口
stops,stop_name,en,Tobeyaki Kanko Center,,,砥部焼観光センター口
stops,stop_name,ja-Hrkt,とべやきかんこうせんたーぐち,,,砥部焼観光センター口
stops,stop_name,ja,砥部町中通,,,砥部町中通
stops,stop_name,en,Tobecho Nakadori,,,砥部町中通
stops,stop_name,ja-Hrkt,とべちょうなかどおり,,,砥部町中通
stops,stop_name,ja,砥部町大南,,,砥部町大南
stops,stop_name,en,Tobecho Ominami,,,砥部町大南
stops,stop_name,ja-Hrkt,とべちょうおおみなみ,,,砥部町大南
stops,stop_name,ja,砥部町客,,,砥部町客
stops,stop_name,en,Tobecho Kyaku,,,砥部町客
stops,stop_name,ja-Hrkt,とべちょうきゃく,,,砥部町客
stops,stop_name,ja,砥部町役場西,,,砥部町役場西
stops,stop_name,en,Tobecho Yakuba-Nishi,,,砥部町役場西
stops,stop_name,ja-Hrkt,とべちょうやくばにし,,,砥部町役場西
stops,stop_name,ja,磯の川,,,磯の川
stops,stop_name,en,Isonokawa,,,磯の川
stops,stop_name,ja-Hrkt,いそのかわ,,,磯の川
stops,stop_name,ja,磯崎,,,磯崎
stops,stop_name,en,Isozaki,,,磯崎
stops,stop_name,ja-Hrkt,いそざき,,,磯崎
stops,stop_name,ja,社宅前,,,社宅前
stops,stop_name,en,Shataku,,,社宅前
stops,stop_name,ja-Hrkt,しゃたくまえ,,,社宅前
stops,stop_name,ja,祝谷二丁目,,,祝谷二丁目
stops,stop_name,en,Iwaidani2,,,祝谷二丁目
stops,stop_name,ja-Hrkt,いわいだににちょうめ,,,祝谷二丁目
stops,stop_name,ja,祝谷五丁目,,,祝谷五丁目
stops,stop_name,en,Iwaidani5,,,祝谷五丁目
stops,stop_name,ja-Hrkt,いわいだにごちょうめ,,,祝谷五丁目
stops,stop_name,ja,祝谷橋,,,祝谷橋
stops,stop_name,en,Iwaidanibashi,,,祝谷橋
stops,stop_name,ja-Hrkt,いわいだにばし,,,祝谷橋
stops,stop_name,ja,神子野,,,神子野
stops,stop_name,en,Mikono,,,神子野
stops,stop_name,ja-Hrkt,みこの,,,神子野
stops,stop_name,ja,神戸三宮,,,神戸三宮
stops,stop_name,en,Kobe Sannomiya,,,神戸三宮
stops,stop_name,ja-Hrkt,こうべさんのみや,,,神戸三宮
stops,stop_name,ja,福山駅前,,,福山駅前
stops,stop_name,en,Hukuyama Sta.,,,福山駅前
stops,stop_name,ja-Hrkt,ふくやまえきまえ,,,福山駅前
stops,stop_name,ja,福祉センター前,,,福祉センター前
stops,stop_name,en,Hukusi Center,,,福祉センター前
stops,stop_name,ja-Hrkt,ふくしせんたーまえ,,,福祉センター前
stops,stop_name,ja,福見山登山口,,,福見山登山口
stops,stop_name,en,Hukumisan Tozanguchi,,,福見山登山口
stops,stop_name,ja-Hrkt,ふくみさんとざんぐち,,,福見山登山口
stops,stop_name,ja,福音寺,,,福音寺
stops,stop_name,en,Fukuonji,,,福音寺
stops,stop_name,ja-Hrkt,ふくおんじ,,,福音寺
stops,stop_name,ja,空港通り一丁目,,,空港通り一丁目
stops,stop_name,en,Kuko-dori 1,,,空港通り一丁目
stops,stop_name,ja-Hrkt,くうこうどおりいっちょうめ,,,空港通り一丁目
stops,stop_name,ja,空港通り三丁目,,,空港通り三丁目
stops,stop_name,en,Kuko-dori 3,,,空港通り三丁目
stops,stop_name,ja-Hrkt,くうこうどおりさんちょうめ,,,空港通り三丁目
stops,stop_name,ja,窪田小学校前,,,窪田小学校前
stops,stop_name,en,Kubota Elementary School,,,窪田小学校前
stops,stop_name,ja-Hrkt,くぼたしょうがっこうまえ,,,窪田小学校前
stops,stop_name,ja,立花橋,,,立花橋
stops,stop_name,en,Tachibanabashi,,,立花橋
stops,stop_name,ja-Hrkt,たちばなばし,,,立花橋
stops,stop_name,ja,立花駅前,,,立花駅前
stops,stop_name,en,Tachibana Sta.,,,立花駅前
stops,stop_name,ja-Hrkt,たちばなばし,,,立花駅前
stops,stop_name,ja,竹の下,,,竹の下
stops,stop_name,en,Takenoshita,,,竹の下
stops,stop_name,ja-Hrkt,たけのした,,,竹の下
stops,stop_name,ja,竹原中組,,,竹原中組
stops,stop_name,en,Takewaranakagumi,,,竹原中組
stops,stop_name,ja-Hrkt,たけわらなかぐみ,,,竹原中組
stops,stop_name,ja,竹原町,,,竹原町
stops,stop_name,en,Takewaracho,,,竹原町
stops,stop_name,ja-Hrkt,たけわらちょう,,,竹原町
stops,stop_name,ja,竹原町南,,,竹原町南
stops,stop_name,en,Takawaracho-Minami,,,竹原町南
stops,stop_name,ja-Hrkt,たけわらちょうみなみ,,,竹原町南
stops,stop_name,ja,竹谷,,,竹谷
stops,stop_name,en,Taketani,,,竹谷
stops,stop_name,ja-Hrkt,たけたに,,,竹谷
stops,stop_name,ja,第二発電所前,,,第二発電所前
stops,stop_name,en,Daini Hatsudensho,,,第二発電所前
stops,stop_name,ja-Hrkt,だいにはつでんしょまえ,,,第二発電所前
stops,stop_name,ja,粟井坂,,,粟井坂
stops,stop_name,en,Awaizaka,,,粟井坂
stops,stop_name,ja-Hrkt,あわいざか,,,粟井坂
stops,stop_name,ja,粟井橋,,,粟井橋
stops,stop_name,en,Awaibashi,,,粟井橋
stops,stop_name,ja-Hrkt,あわいばし,,,粟井橋
stops,stop_name,ja,粟井駅前,,,粟井駅前
stops,stop_name,en,Awai Sta.,,,粟井駅前
stops,stop_name,ja-Hrkt,あわいえきまえ,,,粟井駅前
stops,stop_name,ja,精農橋,,,精農橋
stops,stop_name,en,Seinobashi,,,精農橋
stops,stop_name,ja-Hrkt,せいのうはし,,,精農橋
stops,stop_name,ja,総合運動公園口,,,総合運動公園口
stops,stop_name,en,Sogo Undo Koenguchi,,,総合運動公園口
stops,stop_name,ja-Hrkt,そうごううんどうこうえんぐち,,,総合運動公園口
stops,stop_name,ja,繁多寺口,,,繁多寺口
stops,stop_name,en,Hanta-ji Guchi,,,繁多寺口
stops,stop_name,ja-Hrkt,はんたじぐち,,,繁多寺口
stops,stop_name,ja,義安寺前,,,義安寺前
stops,stop_name,en,Gian-ji,,,義安寺前
stops,stop_name,ja-Hrkt,ぎあんじまえ,,,義安寺前
stops,stop_name,ja,脇町ＢＳ,,,脇町ＢＳ
stops,stop_name,en,Wakimachi Bus Stop,,,脇町ＢＳ
stops,stop_name,ja-Hrkt,わきまちＢＳ,,,脇町ＢＳ
stops,stop_name,ja,自衛隊前,,,自衛隊前
stops,stop_name,en,Jieitai,,,自衛隊前
stops,stop_name,ja-Hrkt,じえいたいまえ,,,自衛隊前
stops,stop_name,ja,花見橋,,,花見橋
stops,stop_name,en,Hanamibashi,,,花見橋
stops,stop_name,ja-Hrkt,はなみばし,,,花見橋
stops,stop_name,ja,茶堂,,,茶堂
stops,stop_name,en,Chado,,,茶堂
stops,stop_name,ja-Hrkt,ちゃどう,,,茶堂
stops,stop_name,ja,荒木谷,,,荒木谷
stops,stop_name,en,Arakidani,,,荒木谷
stops,stop_name,ja-Hrkt,あらきだに,,,荒木谷
stops,stop_name,ja,荒木谷口,,,荒木谷口
stops,stop_name,en,Arakidaniguchi,,,荒木谷口
stops,stop_name,ja-Hrkt,あらきだにぐち,,,荒木谷口
stops,stop_name,ja,菖蒲,,,菖蒲
stops,stop_name,en,Shobu,,,菖蒲
stops,stop_name,ja-Hrkt,しょうぶ,,,菖蒲
stops,stop_name,ja,落出,,,落出
stops,stop_name,en,Ochide,,,落出
stops,stop_name,ja-Hrkt,おちで,,,落出
stops,stop_name,ja,藤之内,,,藤之内
stops,stop_name,en,Fujinono,,,藤之内
stops,stop_name,ja-Hrkt,ふじのの,,,藤之内
stops,stop_name,ja,衣山駅前,,,衣山駅前
stops,stop_name,en,Kinuyama Sta.,,,衣山駅前
stops,stop_name,ja-Hrkt,きぬやまえきまえ,,,衣山駅前
stops,stop_name,ja,西の下,,,西の下
stops,stop_name,en,Nishinoge,,,西の下
stops,stop_name,ja-Hrkt,にしのげ,,,西の下
stops,stop_name,ja,西の岡,,,西の岡
stops,stop_name,en,Nishino Oka,,,西の岡
stops,stop_name,ja-Hrkt,にしのおか,,,西の岡
stops,stop_name,ja,西一万,,,西一万
stops,stop_name,en,Nishi-Ichiman,,,西一万
stops,stop_name,ja-Hrkt,にしいちまん,,,西一万
stops,stop_name,ja,西中川原,,,西中川原
stops,stop_name,en,Nishi-Nakagawara,,,西中川原
stops,stop_name,ja-Hrkt,にしなかがわら,,,西中川原
stops,stop_name,ja,西側,,,西側
stops,stop_name,en,Nishigawa,,,西側
stops,stop_name,ja-Hrkt,にしがわ,,,西側
stops,stop_name,ja,西光寺前,,,西光寺前
stops,stop_name,en,Saiko-ji,,,西光寺前
stops,stop_name,ja-Hrkt,さいこうじまえ,,,西光寺前
stops,stop_name,ja,西古川,,,西古川
stops,stop_name,en,Nishifurukawa,,,西古川
stops,stop_name,ja-Hrkt,にしふるかわ,,,西古川
stops,stop_name,ja,西堀端,,,西堀端
stops,stop_name,en,Nishihoribata,,,西堀端
stops,stop_name,ja-Hrkt,にしほりばた,,,西堀端
stops,stop_name,ja,西大洲,,,西大洲
stops,stop_name,en,Nishi-Ozu,,,西大洲
stops,stop_name,ja-Hrkt,にしおおず,,,西大洲
stops,stop_name,ja,西宮北インター,,,西宮北インター
stops,stop_name,en,Nisinomiya-Kita IC,,,西宮北インター
stops,stop_name,ja-Hrkt,にしのみやきたいんたー,,,西宮北インター
stops,stop_name,ja,西条済生会病院前,,,西条済生会病院前
stops,stop_name,en,Saijo Saiseikai Byoin,,,西条済生会病院前
stops,stop_name,ja-Hrkt,さいじょうさいせいかいびょういんまえ,,,西条済生会病院前
stops,stop_name,ja,西条登道,,,西条登道
stops,stop_name,en,Saijo Noborimichi,,,西条登道
stops,stop_name,ja-Hrkt,さいじょうのぼりみち,,,西条登道
stops,stop_name,ja,西条駅前,,,西条駅前
stops,stop_name,en,Saijo Sta.,,,西条駅前
stops,stop_name,ja-Hrkt,さいじょうえきまえ,,,西条駅前
stops,stop_name,ja,西河原,,,西河原
stops,stop_name,en,Nishigawara,,,西河原
stops,stop_name,ja-Hrkt,にしがわら,,,西河原
stops,stop_name,ja,西竹原,,,西竹原
stops,stop_name,en,Nishitakewara,,,西竹原
stops,stop_name,ja-Hrkt,にしたけわら,,,西竹原
stops,stop_name,ja,西署前,,,西署前
stops,stop_name,en,Nishisho,,,西署前
stops,stop_name,ja-Hrkt,にししょまえ,,,西署前
stops,stop_name,ja,西谷口,,,西谷口
stops,stop_name,en,Nishitaniguchi,,,西谷口
stops,stop_name,ja-Hrkt,にしたにぐち,,,西谷口
stops,stop_name,ja,西谷学校前,,,西谷学校前
stops,stop_name,en,Nishitani Gakko,,,西谷学校前
stops,stop_name,ja-Hrkt,にしたにがっこうまえ,,,西谷学校前
stops,stop_name,ja,西郵便局前,,,西郵便局前
stops,stop_name,en,Nishi Yubinkyoku,,,西郵便局前
stops,stop_name,ja-Hrkt,にしつうびんきょくまえ,,,西郵便局前
stops,stop_name,ja,西野,,,西野
stops,stop_name,en,Nishino,,,西野
stops,stop_name,ja-Hrkt,にしの,,,西野
stops,stop_name,ja,西鉄天神高速バスターミナル,,,西鉄天神高速バスターミナル
stops,stop_name,en,Nishitetsu Tenzin Kosoku Bus Terminal,,,西鉄天神高速バスターミナル
stops,stop_name,ja-Hrkt,にしてつてんじんこうそくばすたーみなる,,,西鉄天神高速バスターミナル
stops,stop_name,ja,西長戸,,,西長戸
stops,stop_name,en,Nishinagato,,,西長戸
stops,stop_name,ja-Hrkt,にしながと,,,西長戸
stops,stop_name,ja,西長戸南口,,,西長戸南口
stops,stop_name,en,Nishinagato Minamiguchi,,,西長戸南口
stops,stop_name,ja-Hrkt,にしながとみなみぐち,,,西長戸南口
stops,stop_name,ja,見奈良口,,,見奈良口
stops,stop_name,en,Minaraguchi,,,見奈良口
stops,stop_name,ja-Hrkt,みならぐち,,,見奈良口
stops,stop_name,ja,観音寺,,,観音寺
stops,stop_name,en,Kanonji,,,観音寺
stops,stop_name,ja-Hrkt,かんおんじ,,,観音寺
stops,stop_name,ja,辰巳町,,,辰巳町
stops,stop_name,en,Tatsumicho,,,辰巳町
stops,stop_name,ja-Hrkt,たつみちょう,,,辰巳町
stops,stop_name,ja,辻町,,,辻町
stops,stop_name,en,Tsujimachi,,,辻町
stops,stop_name,ja-Hrkt,つじまち,,,辻町
stops,stop_name,ja,通谷口,,,通谷口
stops,stop_name,en,Toritaniguchi,,,通谷口
stops,stop_name,ja-Hrkt,とおりたにぐち,,,通谷口
stops,stop_name,ja,運転免許センター,,,運転免許センター
stops,stop_name,en,Unten Menkyo Center,,,運転免許センター
stops,stop_name,ja-Hrkt,うんてんめんきょせんたー,,,運転免許センター
stops,stop_name,ja,運輸支局前,,,運輸支局前
stops,stop_name,en,Unyu Shikyoku,,,運輸支局前
stops,stop_name,ja-Hrkt,うんゆしきょくまえ,,,運輸支局前
stops,stop_name,ja,道後公園,,,道後公園
stops,stop_name,en,Dogo Park,,,道後公園
stops,stop_name,ja-Hrkt,こうえんまえ,,,道後公園
stops,stop_name,ja,道後姫塚,,,道後姫塚
stops,stop_name,en,Dogo Himezuka,,,道後姫塚
stops,stop_name,ja-Hrkt,どうごひめづか,,,道後姫塚
stops,stop_name,ja,道後平入口,,,道後平入口
stops,stop_name,en,Dogodaira Iriguchi,,,道後平入口
stops,stop_name,ja-Hrkt,どうごだいらいりぐち,,,道後平入口
stops,stop_name,ja,道後温泉駅前,,,道後温泉駅前
stops,stop_name,en,Dogo Onsen Sta.,,,道後温泉駅前
stops,stop_name,ja-Hrkt,どうごおんせんえきまえ,,,道後温泉駅前
stops,stop_name,ja,道後町二,,,道後町二
stops,stop_name,en,Dogomachi 2,,,道後町二
stops,stop_name,ja-Hrkt,どうごまちにちょうめ,,,道後町二
stops,stop_name,ja,道後白水台,,,道後白水台
stops,stop_name,en,Dogo Hakusuidai,,,道後白水台
stops,stop_name,ja-Hrkt,どうごはくすいだい,,,道後白水台
stops,stop_name,ja,道後緑台,,,道後緑台
stops,stop_name,en,Dogo Midoridai,,,道後緑台
stops,stop_name,ja-Hrkt,どうごみどりだい,,,道後緑台
stops,stop_name,ja,道後聖墓苑前,,,道後聖墓苑前
stops,stop_name,en,Dogo Seiboen,,,道後聖墓苑前
stops,stop_name,ja-Hrkt,どうごせいぼえんまえ,,,道後聖墓苑前
stops,stop_name,ja,還熊八幡前,,,還熊八幡前
stops,stop_name,en,Kaeriguma Hachiman,,,還熊八幡前
stops,stop_name,ja-Hrkt,かえりぐまはちまんまえ,,,還熊八幡前
stops,stop_name,ja,郷の下,,,郷の下
stops,stop_name,en,Gonoshita,,,郷の下
stops,stop_name,ja-Hrkt,ごうのした,,,郷の下
stops,stop_name,ja,野田一丁目,,,野田一丁目
stops,stop_name,en,Noda Icchome,,,野田一丁目
stops,stop_name,ja-Hrkt,のだいっちょうめ,,,野田一丁目
stops,stop_name,ja,金比羅前（内宮）,,,金比羅前（内宮）
stops,stop_name,en,Konpira (Uchimiya),,,金比羅前（内宮）
stops,stop_name,ja-Hrkt,こんぴらまえ,,,金比羅前（内宮）
stops,stop_name,ja,金比羅前（吉田）,,,金比羅前（吉田）
stops,stop_name,en,Konpira (Yoshida),,,金比羅前（吉田）
stops,stop_name,ja-Hrkt,こんぴらまえ,,,金比羅前（吉田）
stops,stop_name,ja,金比羅前（河之内）,,,金比羅前（河之内）
stops,stop_name,en,Konpira,,,金比羅前（河之内）
stops,stop_name,ja-Hrkt,こんぴらまえ,,,金比羅前（河之内）
stops,stop_name,ja,針田,,,針田
stops,stop_name,en,Harita,,,針田
stops,stop_name,ja-Hrkt,はりた,,,針田
stops,stop_name,ja,鈴江,,,鈴江
stops,stop_name,en,Suzue,,,鈴江
stops,stop_name,ja-Hrkt,すずえ,,,鈴江
stops,stop_name,ja,鎌倉堂,,,鎌倉堂
stops,stop_name,en,Kamakurado,,,鎌倉堂
stops,stop_name,ja-Hrkt,かまくらどう,,,鎌倉堂
stops,stop_name,ja,長尾谷橋,,,長尾谷橋
stops,stop_name,en,Nagaotanibashi,,,長尾谷橋
stops,stop_name,ja-Hrkt,ながおたにばし,,,長尾谷橋
stops,stop_name,ja,除,,,除
stops,stop_name,en,Yoke,,,除
stops,stop_name,ja-Hrkt,よけ,,,除
stops,stop_name,ja,陸上競技場前,,,陸上競技場前
stops,stop_name,en,Rikujo Kyogijo,,,陸上競技場前
stops,stop_name,ja-Hrkt,りくじょうきょうぎじょうまえ,,,陸上競技場前
stops,stop_name,ja,雄郡小学校東門前,,,雄郡小学校東門前
stops,stop_name,en,Yugun Shogakko Higashimon,,,雄郡小学校東門前
stops,stop_name,ja-Hrkt,ゆうぐんしょうがっこうひがしもんまえ,,,雄郡小学校東門前
stops,stop_name,ja,雄郡神社東,,,雄郡神社東
stops,stop_name,en,Yugun Jinja-Higashi,,,雄郡神社東
stops,stop_name,ja-Hrkt,ゆうぐんじんじゃひがし,,,雄郡神社東
stops,stop_name,ja,音田口,,,音田口
stops,stop_name,en,Ondaguchi,,,音田口
stops,stop_name,ja-Hrkt,おんだぐち,,,音田口
stops,stop_name,ja,頭尾,,,頭尾
stops,stop_name,en,Zuo,,,頭尾
stops,stop_name,ja-Hrkt,ずおう,,,頭尾
stops,stop_name,ja,食場,,,食場
stops,stop_name,en,Jikiba,,,食場
stops,stop_name,ja-Hrkt,じきば,,,食場
stops,stop_name,ja,高井北,,,高井北
stops,stop_name,en,Takai-Kita,,,高井北
stops,stop_name,ja-Hrkt,たかいきた,,,高井北
stops,stop_name,ja,高井局前,,,高井局前
stops,stop_name,en,Takaikyoku,,,高井局前
stops,stop_name,ja-Hrkt,たかいきょくまえ,,,高井局前
stops,stop_name,ja,高尾田,,,高尾田
stops,stop_name,en,Takoda,,,高尾田
stops,stop_name,ja-Hrkt,たこうだ,,,高尾田
stops,stop_name,ja,高尾田北口,,,高尾田北口
stops,stop_name,en,Takoda Kitaguchi,,,高尾田北口
stops,stop_name,ja-Hrkt,たこうだきたぐち,,,高尾田北口
stops,stop_name,ja,高尾田東,,,高尾田東
stops,stop_name,en,Ichibancho2,,,高尾田東
stops,stop_name,ja-Hrkt,たこうだひがし,,,高尾田東
stops,stop_name,ja,高岡,,,高岡
stops,stop_name,en,Takaoka,,,高岡
stops,stop_name,ja-Hrkt,たかおか,,,高岡
stops,stop_name,ja,高岡公民館前,,,高岡公民館前
stops,stop_name,en,Takaoka Kominkan,,,高岡公民館前
stops,stop_name,ja-Hrkt,たかおかこうみんかんまえ,,,高岡公民館前
stops,stop_name,ja,高岡天神前,,,高岡天神前
stops,stop_name,en,Takaoka Tenjin,,,高岡天神前
stops,stop_name,ja-Hrkt,たかおかてんじんまえ,,,高岡天神前
stops,stop_name,ja,高岡橋,,,高岡橋
stops,stop_name,en,Takaokabashi,,,高岡橋
stops,stop_name,ja-Hrkt,たかおかばし,,,高岡橋
stops,stop_name,ja,高木,,,高木
stops,stop_name,en,Takagi,,,高木
stops,stop_name,ja-Hrkt,たかぎ,,,高木
stops,stop_name,ja,高松西インター北,,,高松西インター北
stops,stop_name,en,Takamatsu-Nishi IC kita,,,高松西インター北
stops,stop_name,ja-Hrkt,たかまつにしいんたーきた,,,高松西インター北
stops,stop_name,ja,高松駅高速ＢＴ,,,高松駅高速ＢＴ
stops,stop_name,en,Takamatsu Station Kosoku Bus Terminal,,,高松駅高速ＢＴ
stops,stop_name,ja-Hrkt,たかまつえきこうそくばすたーみなる,,,高松駅高速ＢＴ
stops,stop_name,ja,高柳,,,高柳
stops,stop_name,en,Takayanagi,,,高柳
stops,stop_name,ja-Hrkt,たかやなぎ,,,高柳
stops,stop_name,ja,高浜駅前,,,高浜駅前
stops,stop_name,en,Takahama Sta.,,,高浜駅前
stops,stop_name,ja-Hrkt,たかはまえきまえ,,,高浜駅前
stops,stop_name,ja,高知駅バスターミナル,,,高知駅バスターミナル
stops,stop_name,en,Kochi Station Bus Terminal,,,高知駅バスターミナル
stops,stop_name,ja-Hrkt,こうちえきばすたーみなる,,,高知駅バスターミナル
stops,stop_name,ja,高速舞子,,,高速舞子
stops,stop_name,en,Kosoku Maiko,,,高速舞子
stops,stop_name,ja-Hrkt,こうそくまいこ,,,高速舞子
stops,stop_name,ja,高野,,,高野
stops,stop_name,en,Takano,,,高野
stops,stop_name,ja-Hrkt,たかの,,,高野
stops,stop_name,ja,鯛崎,,,鯛崎
stops,stop_name,en,Taizaki,,,鯛崎
stops,stop_name,ja-Hrkt,たいざき,,,鯛崎
stops,stop_name,ja,鴨川団地前,,,鴨川団地前
stops,stop_name,en,Kamogawa Danchi,,,鴨川団地前
stops,stop_name,ja-Hrkt,かもがわだんちまえ,,,鴨川団地前
stops,stop_name,ja,鶴吉,,,鶴吉
stops,stop_name,en,Tsuruyoshi,,,鶴吉
stops,stop_name,ja-Hrkt,つるよし,,,鶴吉
stops,stop_name,ja,鶴羽,,,鶴羽
stops,stop_name,en,Amayama Hendensho-Nishi,,,鶴羽
stops,stop_name,ja-Hrkt,つるは,,,鶴羽
stops,stop_name,ja,鷲羽山北,,,鷲羽山北
stops,stop_name,en,Wasyuzan-Kita,,,鷲羽山北
stops,stop_name,ja-Hrkt,わしゅうざんきた,,,鷲羽山北
stops,stop_name,ja,鷹の子,,,鷹の子
stops,stop_name,en,Takanoko,,,鷹の子
stops,stop_name,ja-Hrkt,たかのこ,,,鷹の子
stops,stop_name,ja,鷹の子温泉前,,,鷹の子温泉前
stops,stop_name,en,Takanoko Onsen,,,鷹の子温泉前
stops,stop_name,ja-Hrkt,たかのこおんせんまえ,,,鷹の子温泉前
stops,stop_name,ja,麻生,,,麻生
stops,stop_name,en,Aso,,,麻生
